op_id,block_type,repeat,layers,h1,h2,h3,h4,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
97,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda*n_chunk, B, d_head_kda], [n_h_kda*n_chunk, d_head_kda, d_chunk]]",,,"[[n_h_kda*n_chunk, B, d_chunk]]","[9, 96]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
98,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
99,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda*n_chunk, B, d_head_kda], [n_h_kda*n_chunk, d_head_kda, d_chunk]]",,,"[[n_h_kda*n_chunk, B, d_chunk]]","[9, 98]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
100,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
101,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda*n_chunk, B, d_head_kda], [n_h_kda*n_chunk, d_head_kda, d_chunk]]",,,"[[n_h_kda*n_chunk, B, d_chunk]]","[9, 100]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
102,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
103,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda*n_chunk, B, d_head_kda], [n_h_kda*n_chunk, d_head_kda, d_chunk]]",,,"[[n_h_kda*n_chunk, B, d_chunk]]","[9, 102]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
104,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
105,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda*n_chunk, B, d_head_kda], [n_h_kda*n_chunk, d_head_kda, d_chunk]]",,,"[[n_h_kda*n_chunk, B, d_chunk]]","[9, 104]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
106,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
107,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda*n_chunk, B, d_head_kda], [n_h_kda*n_chunk, d_head_kda, d_chunk]]",,,"[[n_h_kda*n_chunk, B, d_chunk]]","[9, 106]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
108,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
109,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda*n_chunk, B, d_head_kda], [n_h_kda*n_chunk, d_head_kda, d_chunk]]",,,"[[n_h_kda*n_chunk, B, d_chunk]]","[9, 108]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
110,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
111,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda*n_chunk, B, d_head_kda], [n_h_kda*n_chunk, d_head_kda, d_chunk]]",,,"[[n_h_kda*n_chunk, B, d_chunk]]","[9, 110]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
112,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
113,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda*n_chunk, B, d_head_kda], [n_h_kda*n_chunk, d_head_kda, d_chunk]]",,,"[[n_h_kda*n_chunk, B, d_chunk]]","[9, 112]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
114,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
115,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda*n_chunk, B, d_head_kda], [n_h_kda*n_chunk, d_head_kda, d_chunk]]",,,"[[n_h_kda*n_chunk, B, d_chunk]]","[9, 114]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
116,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
117,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda*n_chunk, B, d_head_kda], [n_h_kda*n_chunk, d_head_kda, d_chunk]]",,,"[[n_h_kda*n_chunk, B, d_chunk]]","[9, 116]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
118,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
119,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda*n_chunk, B, d_head_kda], [n_h_kda*n_chunk, d_head_kda, d_chunk]]",,,"[[n_h_kda*n_chunk, B, d_chunk]]","[9, 118]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
120,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
121,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda*n_chunk, B, d_head_kda], [n_h_kda*n_chunk, d_head_kda, d_chunk]]",,,"[[n_h_kda*n_chunk, B, d_chunk]]","[9, 120]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
122,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
123,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda*n_chunk, B, d_head_kda], [n_h_kda*n_chunk, d_head_kda, d_chunk]]",,,"[[n_h_kda*n_chunk, B, d_chunk]]","[9, 122]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
124,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
125,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda*n_chunk, B, d_head_kda], [n_h_kda*n_chunk, d_head_kda, d_chunk]]",,,"[[n_h_kda*n_chunk, B, d_chunk]]","[9, 124]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
126,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
127,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda*n_chunk, B, d_head_kda], [n_h_kda*n_chunk, d_head_kda, d_chunk]]",,,"[[n_h_kda*n_chunk, B, d_chunk]]","[9, 126]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
128,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
129,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda*n_chunk, B, d_head_kda], [n_h_kda*n_chunk, d_head_kda, d_chunk]]",,,"[[n_h_kda*n_chunk, B, d_chunk]]","[9, 128]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
130,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
131,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda*n_chunk, B, d_head_kda], [n_h_kda*n_chunk, d_head_kda, d_chunk]]",,,"[[n_h_kda*n_chunk, B, d_chunk]]","[9, 130]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
132,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
133,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda*n_chunk, B, d_head_kda], [n_h_kda*n_chunk, d_head_kda, d_chunk]]",,,"[[n_h_kda*n_chunk, B, d_chunk]]","[9, 132]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
134,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
135,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda*n_chunk, B, d_head_kda], [n_h_kda*n_chunk, d_head_kda, d_chunk]]",,,"[[n_h_kda*n_chunk, B, d_chunk]]","[9, 134]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
136,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
137,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda*n_chunk, B, d_head_kda], [n_h_kda*n_chunk, d_head_kda, d_chunk]]",,,"[[n_h_kda*n_chunk, B, d_chunk]]","[9, 136]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
138,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
139,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda*n_chunk, B, d_head_kda], [n_h_kda*n_chunk, d_head_kda, d_chunk]]",,,"[[n_h_kda*n_chunk, B, d_chunk]]","[9, 138]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
140,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
141,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda*n_chunk, B, d_head_kda], [n_h_kda*n_chunk, d_head_kda, d_chunk]]",,,"[[n_h_kda*n_chunk, B, d_chunk]]","[9, 140]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
142,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
143,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda*n_chunk, B, d_head_kda], [n_h_kda*n_chunk, d_head_kda, d_chunk]]",,,"[[n_h_kda*n_chunk, B, d_chunk]]","[9, 142]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
144,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
145,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda*n_chunk, B, d_head_kda], [n_h_kda*n_chunk, d_head_kda, d_chunk]]",,,"[[n_h_kda*n_chunk, B, d_chunk]]","[9, 144]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
146,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, 5, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
147,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda*n_chunk, d_chunk, d_chunk], [n_h_kda*n_chunk, d_chunk, d_head_kda]]",,,"[[n_h_kda*n_chunk, d_chunk, d_head_kda]]","[9, 17, 146]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
148,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda*n_chunk, d_chunk, d_chunk], [n_h_kda*n_chunk, d_chunk, d_head_kda]]",,,"[[n_h_kda*n_chunk, d_chunk, d_head_kda]]","[11, 17]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
149,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
150,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_chunk]]",,,"[[n_h_kda, B, d_chunk]]","[7, 9, 149]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
151,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
152,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_chunk]]",,,"[[n_h_kda, B, d_chunk]]","[7, 9, 151]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
153,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
154,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_chunk]]",,,"[[n_h_kda, B, d_chunk]]","[7, 9, 153]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
155,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
156,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_chunk]]",,,"[[n_h_kda, B, d_chunk]]","[7, 9, 155]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
157,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
158,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_chunk]]",,,"[[n_h_kda, B, d_chunk]]","[7, 9, 157]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
159,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
160,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_chunk]]",,,"[[n_h_kda, B, d_chunk]]","[7, 9, 159]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
161,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
162,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_chunk]]",,,"[[n_h_kda, B, d_chunk]]","[7, 9, 161]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
163,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
164,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_chunk]]",,,"[[n_h_kda, B, d_chunk]]","[7, 9, 163]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
165,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
166,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_chunk]]",,,"[[n_h_kda, B, d_chunk]]","[7, 9, 165]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
167,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
168,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_chunk]]",,,"[[n_h_kda, B, d_chunk]]","[7, 9, 167]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
169,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
170,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_chunk]]",,,"[[n_h_kda, B, d_chunk]]","[7, 9, 169]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
171,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
172,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_chunk]]",,,"[[n_h_kda, B, d_chunk]]","[7, 9, 171]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
173,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
174,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_chunk]]",,,"[[n_h_kda, B, d_chunk]]","[7, 9, 173]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
175,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
176,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_chunk]]",,,"[[n_h_kda, B, d_chunk]]","[7, 9, 175]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
177,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
178,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_chunk]]",,,"[[n_h_kda, B, d_chunk]]","[7, 9, 177]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
179,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
180,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_chunk]]",,,"[[n_h_kda, B, d_chunk]]","[7, 9, 179]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
181,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
182,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_chunk]]",,,"[[n_h_kda, B, d_chunk]]","[7, 9, 181]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
183,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
184,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_chunk]]",,,"[[n_h_kda, B, d_chunk]]","[7, 9, 183]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
185,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
186,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_chunk]]",,,"[[n_h_kda, B, d_chunk]]","[7, 9, 185]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
187,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
188,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_chunk]]",,,"[[n_h_kda, B, d_chunk]]","[7, 9, 187]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
189,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
190,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_chunk]]",,,"[[n_h_kda, B, d_chunk]]","[7, 9, 189]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
191,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
192,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_chunk]]",,,"[[n_h_kda, B, d_chunk]]","[7, 9, 191]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
193,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
194,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_chunk]]",,,"[[n_h_kda, B, d_chunk]]","[7, 9, 193]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
195,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
196,attn+FFN,1,0,self_attn,,,,batched_matmul,"[[n_h_kda, B, d_head_kda], [n_h_kda, d_head_kda, d_chunk]]",,,"[[n_h_kda, B, d_chunk]]","[7, 9, 195]",0,self_attn,,1,model.layers.0.self_attn,aten.bmm.default,[],prefill,False
197,attn+FFN,1,0,self_attn,,,,exp,"[[B, n_h_kda, d_chunk, d_head_kda]]",,,"[[B, n_h_kda, d_chunk, d_head_kda]]",[16],0,self_attn,,1,model.layers.0.self_attn,aten.exp.default,[],prefill,False
